,Date,Name,Nationality,Cause of death,mountain,Year,Month,Range
0,1895-08-24 00:00:00,Goman Singh Ghurka,Nepal,avalanche,Nanga Parbat,1895,8,Karakorum
1,1895-08-24 00:00:00,Ragobir Thapa Ghurka,Nepal,avalanche,Nanga Parbat,1895,8,Karakorum
2,1895-08-24 00:00:00,Albert F. Mummery,United Kingdom,avalanche,Nanga Parbat,1895,8,Karakorum
3,1905-08-28 00:00:00,unnamed porter,India,fall,Kangchenjunga,1905,8,Himalaya
4,1905-09-01 00:00:00,three unnamed others,India,fall,Kangchenjunga,1905,9,Himalaya
5,1905-09-01 00:00:00,Alexis Pache,Switzerland,fall,Kangchenjunga,1905,9,Himalaya
6,1922-06-07 00:00:00,Temba,Nepal,avalanche,Everest,1922,6,Himalaya
7,1922-06-07 00:00:00,Dorje,Nepal,avalanche,Everest,1922,6,Himalaya
8,1922-06-07 00:00:00,Lhakpa,Nepal,avalanche,Everest,1922,6,Himalaya
9,1922-06-07 00:00:00,Norbu,Nepal,avalanche,Everest,1922,6,Himalaya
10,1922-06-07 00:00:00,Pema,Nepal,avalanche,Everest,1922,6,Himalaya
11,1922-06-07 00:00:00,Pasang,Nepal,avalanche,Everest,1922,6,Himalaya
12,1922-06-07 00:00:00,Sange,Nepal,avalanche,Everest,1922,6,Himalaya
13,1924-05-13 00:00:00,Man Bahadur,Nepal,illness,Everest,1924,5,Himalaya
14,1924-05-17 00:00:00,Lance-Naik Shamsherpun,Nepal,others,Everest,1924,5,Himalaya
15,1924-06-09 00:00:00,George Mallory,United Kingdom,fall,Everest,1924,6,Himalaya
16,1924-06-09 00:00:00,Andrew Irvine,United Kingdom,unknown,Everest,1924,6,Himalaya
17,1929-05-27 00:00:00,Edgar Farmer,United States,disappeared,Kangchenjunga,1929,5,Himalaya
18,1930-05-09 00:00:00,Chettan,India,avalanche,Kangchenjunga,1930,5,Himalaya
19,1931-07-01 00:00:00,Lobsang,India,illness,Kangchenjunga,1931,7,Himalaya
20,1931-08-01 00:00:00,Babu Lall,India,illness,Kangchenjunga,1931,8,Himalaya
21,1931-08-09 00:00:00,Pasang 1,India,fall,Kangchenjunga,1931,8,Himalaya
22,1931-08-09 00:00:00,Hermann Schaller,Germany,fall,Kangchenjunga,1931,8,Himalaya
23,1934-05-31 00:00:00,Maurice Wilson,United Kingdom,exposure,Everest,1934,5,Himalaya
24,1934-06-08 00:00:00,Alfred Drexel,Nazi Germany,illness,Nanga Parbat,1934,6,Karakorum
25,1934-07-09 00:00:00,Ulrich Wieland,Nazi Germany,unknown,Nanga Parbat,1934,7,Karakorum
26,1934-07-09 00:00:00,Nima Nurbu,British Raj,unknown,Nanga Parbat,1934,7,Karakorum
27,1934-07-10 00:00:00,Nima Tashi,British Raj,exposure,Nanga Parbat,1934,7,Karakorum
28,1934-07-10 00:00:00,Pinju Norbu,British Raj,exposure,Nanga Parbat,1934,7,Karakorum
29,1934-07-10 00:00:00,Sherpa Dakshi,British Raj,unknown,Nanga Parbat,1934,7,Karakorum
30,1934-07-10 00:00:00,Dorje Nima,British Raj,exposure,Nanga Parbat,1934,7,Karakorum
31,1934-07-12 00:00:00,Wilhelm Welzenbach,Nazi Germany,exposure,Nanga Parbat,1934,7,Karakorum
32,1934-07-17 00:00:00,Willy Merkl,Nazi Germany,unknown,Nanga Parbat,1934,7,Karakorum
33,1934-07-17 00:00:00,Sherpa Gyali,British Raj,unknown,Nanga Parbat,1934,7,Karakorum
34,1939-07-30 00:00:00,Dudley Wolfe,USA,altitude,K-2,1939,7,Karakorum
35,1939-07-31 00:00:00,Pintso,Nepal,disappeared,K-2,1939,7,Karakorum
36,1939-07-31 00:00:00,Pasang Kitar,Nepal,disappeared,K-2,1939,7,Karakorum
37,1939-07-31 00:00:00,Pasang Kikuli,Nepal,disappeared,K-2,1939,7,Karakorum
38,1950-12-04 00:00:00,William H. Crace,United Kingdom,unknown,Nanga Parbat,1950,12,Karakorum
39,1950-12-04 00:00:00,John W. Thornley,United Kingdom,unknown,Nanga Parbat,1950,12,Karakorum
40,1952-10-31 00:00:00,Dorje Mingma,Nepal,fall,Everest,1952,10,Himalaya
41,1953-08-10 00:00:00,Art Gilkey,USA,avalanche,K-2,1953,8,Karakorum
42,1954-06-21 00:00:00,Mario Puchoz,Italy,illness,K-2,1954,6,Karakorum
43,1954-06-30 00:00:00,Francisco (Paco) Ibanez,Argentina,exposure,Dhaulagiri,1954,6,Himalaya
44,1955-05-26 00:00:00,Pemi Dorje,India,fall,Kangchenjunga,1955,5,Himalaya
45,1956-05-26 00:00:00,Bal Bahadur,Nepal,avalanche,Dhaulagiri,1956,5,Himalaya
46,1958-04-28 00:00:00,Narendra Dhar Jayal,India,altitude,Cho Oyu,1958,4,Himalaya
47,1959-04-29 00:00:00,Heinrich Roiss,Austria,exhaustion,Dhaulagiri,1959,4,Himalaya
48,1959-10-02 00:00:00,Claude Kogan,France,avalanche,Cho Oyu,1959,10,Himalaya
49,1959-10-02 00:00:00,Claudine van der Straten-Ponthoz,Belgium,avalanche,Cho Oyu,1959,10,Himalaya
50,1959-10-02 00:00:00,Ang Norbu,Nepal,avalanche,Cho Oyu,1959,10,Himalaya
51,1959-10-02 00:00:00,Chhowang,Nepal,avalanche,Cho Oyu,1959,10,Himalaya
52,1960-04-11 00:00:00,Wang Ji,China,others,Everest,1960,4,Himalaya
53,1960-04-29 00:00:00,Shao Shi-Ching [note 3],China,unknown,Everest,1960,4,Himalaya
54,1962-04-28 00:00:00,Nawang Tshering,Nepal,unknown,Everest,1962,4,Himalaya
55,1962-06-23 00:00:00,Siegfried (Sigi) Löw,Germany,fall,Nanga Parbat,1962,6,Karakorum
56,1963-03-23 00:00:00,Jake Breitenbach,United States,others,Everest,1963,3,Himalaya
57,1964-05-04 00:00:00,Georg Huber,West Germany,altitude,Cho Oyu,1964,5,Himalaya
58,1964-05-07 00:00:00,Alois Thurmayr,West Germany,altitude,Cho Oyu,1964,5,Himalaya
59,1966-05-01 00:00:00,Ma Gao-shu,China,fall,Everest,1966,5,Himalaya
62,1969-04-28 00:00:00,Vincent Hoeman,United States,avalanche,Dhaulagiri,1969,4,Himalaya
60,1969-04-28 00:00:00,Ross William,United States,avalanche,Dhaulagiri,1969,4,Himalaya
64,1969-04-28 00:00:00,Pemba Phutar,Nepal,avalanche,Dhaulagiri,1969,4,Himalaya
61,1969-04-28 00:00:00,David Seidman,United States,avalanche,Dhaulagiri,1969,4,Himalaya
65,1969-04-28 00:00:00,Paul Gerhard,United States,avalanche,Dhaulagiri,1969,4,Himalaya
66,1969-04-28 00:00:00,Tenzing,Nepal,avalanche,Dhaulagiri,1969,4,Himalaya
63,1969-04-28 00:00:00,Boyd Everett,United States,avalanche,Dhaulagiri,1969,4,Himalaya
67,1969-10-18 00:00:00,Phu Dorjee Sherpa,Nepal,fall,Everest,1969,10,Himalaya
68,1970-04-05 00:00:00,Kunga Norbu,Nepal,avalanche,Everest,1970,4,Himalaya
69,1970-04-05 00:00:00,Nima Dorje,Nepal,avalanche,Everest,1970,4,Himalaya
70,1970-04-05 00:00:00,Mima Norbu,Nepal,avalanche,Everest,1970,4,Himalaya
71,1970-04-05 00:00:00,Kami Tshering,Nepal,avalanche,Everest,1970,4,Himalaya
72,1970-04-05 00:00:00,Pasang,Nepal,avalanche,Everest,1970,4,Himalaya
73,1970-04-09 00:00:00,Kyak Tsering,Nepal,fall,Everest,1970,4,Himalaya
74,1970-04-21 00:00:00,Kiyoshi Narita,Japan,illness,Everest,1970,4,Himalaya
75,1970-05-30 00:00:00,Ian Clough,United Kingdom,fall,Annapurna,1970,5,Himalaya
76,1970-06-29 00:00:00,Günther Messner,Italy,avalanche,Nanga Parbat,1970,6,Karakorum
77,1971-04-18 00:00:00,Harsh Vardhan,India,fall,Everest,1971,4,Himalaya
78,1971-05-04 00:00:00,Ki-sup Kim,South Korea,fall,Manaslu,1971,5,Himalaya
79,1971-07-08 00:00:00,Näbi Mantas Hunza,Pakistan,fall,Nanga Parbat,1971,7,Karakorum
80,1972-04-10 00:00:00,Rinsing Ongyal,Nepal,avalanche,Manaslu,1972,4,Himalaya
81,1972-04-10 00:00:00,Phurba Tenzing,Nepal,avalanche,Manaslu,1972,4,Himalaya
82,1972-04-10 00:00:00,Pemba Rinji (Nawang Chultim),Nepal,avalanche,Manaslu,1972,4,Himalaya
83,1972-04-10 00:00:00,Pasang Nima,Nepal,avalanche,Manaslu,1972,4,Himalaya
84,1972-04-10 00:00:00,Gyalze,Nepal,avalanche,Manaslu,1972,4,Himalaya
85,1972-04-10 00:00:00,Ang Tendi (Ang Dawa),Nepal,avalanche,Manaslu,1972,4,Himalaya
94,1972-04-10 00:00:00,Ang Mingma (b),Nepal,avalanche,Manaslu,1972,4,Himalaya
86,1972-04-10 00:00:00,Ang Rita,Nepal,avalanche,Manaslu,1972,4,Himalaya
88,1972-04-10 00:00:00,Ang Mingma (a),Nepal,avalanche,Manaslu,1972,4,Himalaya
89,1972-04-10 00:00:00,Kazunari Yasuhisha,Japan,avalanche,Manaslu,1972,4,Himalaya
90,1972-04-10 00:00:00,Chang-hee Park,South Korea,avalanche,Manaslu,1972,4,Himalaya
91,1972-04-10 00:00:00,Sae-keon Oh,South Korea,avalanche,Manaslu,1972,4,Himalaya
92,1972-04-10 00:00:00,Joon-haeng Song,South Korea,avalanche,Manaslu,1972,4,Himalaya
93,1972-04-10 00:00:00,Ho-sup Kim,South Korea,avalanche,Manaslu,1972,4,Himalaya
87,1972-04-10 00:00:00,Wangel,Nepal,avalanche,Manaslu,1972,4,Himalaya
95,1972-04-25 00:00:00,Franz Jäger,Austria,unknown,Manaslu,1972,4,Himalaya
96,1972-04-26 00:00:00,Andi Schlick,Austria,unknown,Manaslu,1972,4,Himalaya
97,1972-11-16 00:00:00,Tony Tighe,Australia,others,Everest,1972,11,Himalaya
98,1973-05-15 00:00:00,Takeo Matsuda,Japan,others,Kangchenjunga,1973,5,Himalaya
99,1973-05-18 00:00:00,Masanori Hama,Japan,avalanche,Annapurna,1973,5,Himalaya
100,1973-05-18 00:00:00,Sadatoshi Takahashi,Japan,avalanche,Annapurna,1973,5,Himalaya
101,1973-05-18 00:00:00,Rinje,Nepal,avalanche,Annapurna,1973,5,Himalaya
102,1973-05-18 00:00:00,Kazumi Katagiri,Japan,avalanche,Annapurna,1973,5,Himalaya
103,1973-05-18 00:00:00,Tadashi Ushigoe,Japan,avalanche,Annapurna,1973,5,Himalaya
104,1973-05-26 00:00:00,Jan Kounický,Czechoslovakia,fall,Makalu,1973,5,Himalaya
105,1973-09-26 00:00:00,Leo Cerruti,Italy,avalanche,Annapurna,1973,9,Himalaya
106,1973-09-26 00:00:00,Miller Rava,Italy,avalanche,Annapurna,1973,9,Himalaya
107,1973-10-12 00:00:00,Jangbu,Nepal,avalanche,Everest,1973,10,Himalaya
108,1974-05-05 00:00:00,Teiko Suzuki,Japan,unknown,Manaslu,1974,5,Himalaya
111,1974-09-09 00:00:00,Lhakpa,Nepal,avalanche,Everest,1974,9,Himalaya
109,1974-09-09 00:00:00,Gérard Devouassoux,France,avalanche,Everest,1974,9,Himalaya
110,1974-09-09 00:00:00,Pemba Dorje,Nepal,avalanche,Everest,1974,9,Himalaya
113,1974-09-09 00:00:00,Sanu Wongal,Nepal,avalanche,Everest,1974,9,Himalaya
114,1974-09-09 00:00:00,Nawang Lutuk,Nepal,avalanche,Everest,1974,9,Himalaya
112,1974-09-09 00:00:00,Nima Wangchu,Nepal,avalanche,Everest,1974,9,Himalaya
115,1974-12-17 00:00:00,Stanislaw Latałło,Poland,exhaustion,Lhotse,1974,12,Himalaya
116,1975-03-26 00:00:00,Dorje,Nepal,avalanche,Dhaulagiri,1975,3,Himalaya
117,1975-03-26 00:00:00,Pasang Kami,Nepal,avalanche,Dhaulagiri,1975,3,Himalaya
118,1975-03-26 00:00:00,Dakiya,Nepal,avalanche,Dhaulagiri,1975,3,Himalaya
119,1975-03-26 00:00:00,Yoshitada Numao,Japan,avalanche,Dhaulagiri,1975,3,Himalaya
120,1975-03-26 00:00:00,Tetsu Imura,Japan,avalanche,Dhaulagiri,1975,3,Himalaya
121,1975-04-16 00:00:00,Franz Tegischer,Austria,avalanche,Annapurna,1975,4,Himalaya
122,1975-05-04 00:00:00,Wu Zhuong Yue [note 4],China,fall,Everest,1975,5,Himalaya
129,1975-06-30 00:00:00,Czesław Jakiel,Poland,avalanche,Lhotse,1975,6,Himalaya
126,1975-06-30 00:00:00,José Antonio Delgado,Venezuela,exposure,Nanga Parbat,1975,6,Karakorum
128,1975-06-30 00:00:00,Rafael Guillén,Spain,fall,Dhaulagiri,1975,6,Himalaya
124,1975-06-30 00:00:00,Bernard Jean Francois Milian,France,unknown,Manaslu,1975,6,Himalaya
123,1975-06-30 00:00:00,Paolo Bernascone,Italy,avalanche,Gasherbrum-1,1975,6,Karakorum
125,1975-06-30 00:00:00,Bernard Villaret,France,exhaustion,Gasherbrum-2,1975,6,Karakorum
127,1975-06-30 00:00:00,Francesco Enrico Marchetti,Australia,altitude,Everest,1975,6,Himalaya
136,1975-06-30 00:00:00,Pasang Nuru,Nepal,avalanche,Cho Oyu,1975,6,Himalaya
134,1975-06-30 00:00:00,Sergei Zhvirblya,Belarus,avalanche,Kangchenjunga,1975,6,Himalaya
130,1975-06-30 00:00:00,Hidekazu Gomi,Japan,avalanche,Shisha Pangma,1975,6,Himalaya
135,1975-06-30 00:00:00,Jumic Bhote,Nepal,fall,K-2,1975,6,Karakorum
131,1975-06-30 00:00:00,Hyun-jae Park,South Korea,fall,Broad Peak,1975,6,Karakorum
133,1975-06-30 00:00:00,Ngati,Nepal,fall,Annapurna,1975,6,Himalaya
132,1975-06-30 00:00:00,Michael Knakkergaard-Jørgensen,Denmark,fall,Makalu,1975,6,Himalaya
137,1975-07-28 00:00:00,Bohdan Nowaczyk,Poland,fall,Broad Peak,1975,7,Karakorum
138,1975-07-29 00:00:00,Andrzej Sikorski,Poland,fall,Broad Peak,1975,7,Karakorum
139,1975-08-01 00:00:00,Unknown ; deaf-mute Sherpa porter,Nepal,others,Everest,1975,8,Himalaya
140,1975-09-26 00:00:00,Mick Burke,United Kingdom,disappeared,Everest,1975,9,Himalaya
141,1976-04-10 00:00:00,Terry Thompson,United Kingdom,fall,Everest,1976,4,Himalaya
142,1976-05-25 00:00:00,Karel Schubert,Czechoslovakia,exhaustion,Makalu,1976,5,Himalaya
143,1976-05-27 00:00:00,Yoshinori Hiramatsu,Japan,fall,Gasherbrum-2,1976,5,Karakorum
144,1976-05-27 00:00:00,Taketoshi Miyamoto,Japan,fall,Gasherbrum-2,1976,5,Karakorum
145,1976-06-01 00:00:00,Osamu Matsuura,Japan,exhaustion,Gasherbrum-2,1976,6,Karakorum
146,1976-09-26 00:00:00,Sebastian (Wastl) Arnold,Austria,fall,Nanga Parbat,1976,9,Karakorum
147,1977-04-12 00:00:00,Sukhvinder Singh,India,fall,Kangchenjunga,1977,4,Himalaya
148,1977-05-12 00:00:00,Max Lutz,West Germany,fall,Lhotse,1977,5,Himalaya
149,1977-06-10 00:00:00,Sanjay Borole,India,others,Kangchenjunga,1977,6,Himalaya
150,1977-06-10 00:00:00,Ramiro Navarrete,Ecuador,fall,Annapurna,1977,6,Himalaya
151,1977-06-10 00:00:00,Kwang-ho Kim,South Korea,fall,Nanga Parbat,1977,6,Karakorum
152,1977-06-10 00:00:00,Marek Kęsicki,Poland,fall,Broad Peak,1977,6,Karakorum
153,1977-06-10 00:00:00,Drago Bregar,Yugoslavia,disappeared,Gasherbrum-1,1977,6,Karakorum
154,1977-06-10 00:00:00,Mark Moorhead,Australia,fall,Makalu,1977,6,Himalaya
155,1977-06-10 00:00:00,Susan Erica Fear,Australia,fall,Manaslu,1977,6,Himalaya
156,1977-06-10 00:00:00,Dauoud Khadem Asl,Iran,others,K-2,1977,6,Karakorum
157,1977-06-10 00:00:00,Ginette Harrison,United Kingdom,avalanche,Dhaulagiri,1977,6,Himalaya
158,1977-06-10 00:00:00,Jangbu Sherpa,Nepal,avalanche,Everest,1977,6,Himalaya
159,1977-06-10 00:00:00,Lhakpa Gyalu,Nepal,illness,Cho Oyu,1977,6,Himalaya
160,1977-07-31 00:00:00,Robert Broughton,United States,avalanche,Nanga Parbat,1977,7,Karakorum
161,1977-07-31 00:00:00,George Bogel,United States,avalanche,Nanga Parbat,1977,7,Karakorum
162,1978-04-18 00:00:00,Shi Ming-ji,China,fall,Everest,1978,4,Himalaya
163,1978-04-18 00:00:00,Dawa Nuru,Nepal,fall,Everest,1978,4,Himalaya
164,1978-04-21 00:00:00,Katsumi Naganuma,Japan,exhaustion,Dhaulagiri,1978,4,Himalaya
165,1978-06-12 00:00:00,Nick Estcourt,United Kingdom,avalanche,K-2,1978,6,Karakorum
166,1978-09-23 00:00:00,Hiroshi Akuzawa,Japan,avalanche,Dhaulagiri,1978,9,Himalaya
167,1978-09-23 00:00:00,Kiyoshi Kobayashi,Japan,avalanche,Dhaulagiri,1978,9,Himalaya
168,1978-09-23 00:00:00,Yujiro Fukasawa,Japan,avalanche,Dhaulagiri,1978,9,Himalaya
169,1978-10-06 00:00:00,Andrzej Młynarczyk,Poland,avalanche,Makalu,1978,10,Himalaya
170,1978-10-17 00:00:00,Alison Chadwick-Onyszkiewicz,United Kingdom,fall,Annapurna,1978,10,Himalaya
171,1978-10-17 00:00:00,Vera Watson,United States,fall,Annapurna,1978,10,Himalaya
172,1978-10-20 00:00:00,Katsuyoshi Kogure,Japan,fall,Dhaulagiri,1978,10,Himalaya
173,1979-05-01 00:00:00,Yves Morin,France,exhaustion,Annapurna,1979,5,Himalaya
174,1979-05-13 00:00:00,Jean-Louis Sabarly,France,avalanche,Dhaulagiri,1979,5,Himalaya
175,1979-05-13 00:00:00,Eric Poumailloux,France,avalanche,Dhaulagiri,1979,5,Himalaya
176,1979-05-14 00:00:00,Sherpa Pemba,Nepal,disappeared,Dhaulagiri,1979,5,Himalaya
177,1979-05-16 00:00:00,Ang Phu,Nepal,fall,Everest,1979,5,Himalaya
178,1979-06-09 00:00:00,"Ali, Son of Kazim",Pakistan,fall,K-2,1979,6,Karakorum
179,1979-08-19 00:00:00,Laskhar Khan,Pakistan,illness,K-2,1979,8,Karakorum
180,1979-09-19 00:00:00,Eric Roberts,United Kingdom,avalanche,Annapurna,1979,9,Himalaya
181,1979-09-19 00:00:00,Maynard Cohick,United States,avalanche,Annapurna,1979,9,Himalaya
182,1979-09-19 00:00:00,Gil Harder,United States,avalanche,Annapurna,1979,9,Himalaya
183,1979-10-02 00:00:00,Ray Genet,United States,exposure,Everest,1979,10,Himalaya
184,1979-10-02 00:00:00,Hannelore Schmatz,West Germany,exposure,Everest,1979,10,Himalaya
185,1979-10-08 00:00:00,Edgardo Jose Porsellana,Argentina,avalanche,Manaslu,1979,10,Himalaya
186,1979-10-12 00:00:00,Nima Thaxi [note 6],China,avalanche,Everest,1979,10,Himalaya
187,1979-10-12 00:00:00,Lou Lan [note 5],China,avalanche,Everest,1979,10,Himalaya
188,1979-10-12 00:00:00,Wang Hong-bao,China,avalanche,Everest,1979,10,Himalaya
189,1980-04-28 00:00:00,Nicolas Jaeger,France,disappeared,Lhotse,1980,4,Himalaya
190,1980-05-02 00:00:00,Akira Ube,Japan,avalanche,Everest,1980,5,Himalaya
191,1980-05-04 00:00:00,Alfonso Medina,Mexico,disappeared,Kangchenjunga,1980,5,Himalaya
192,1980-05-04 00:00:00,Hugo Saldaña,Mexico,disappeared,Kangchenjunga,1980,5,Himalaya
193,1980-05-17 00:00:00,Pasang Nima,Nepal,avalanche,Lhotse,1980,5,Himalaya
194,1980-09-06 00:00:00,Nawang Kersang,Nepal,fall,Everest,1980,9,Himalaya
195,1980-09-22 00:00:00,Mario Piana,Italy,others,Everest,1980,9,Himalaya
196,1980-10-07 00:00:00,Lynette R. Griffith,Australia,avalanche,Dhaulagiri,1980,10,Himalaya
197,1981-01-12 00:00:00,Noboru Takenaka,Japan,fall,Everest,1981,1,Himalaya
198,1981-05-23 00:00:00,Mario Serrano,Argentina,exhaustion,Dhaulagiri,1981,5,Himalaya
199,1981-08-05 00:00:00,Enric Pujol,Spain,fall,Broad Peak,1981,8,Karakorum
200,1981-09-27 00:00:00,Pemba Tshering,Nepal,avalanche,Annapurna,1981,9,Himalaya
201,1981-09-27 00:00:00,Ang Nima,Nepal,avalanche,Annapurna,1981,9,Himalaya
202,1981-09-28 00:00:00,Andre Durieux,France,avalanche,Annapurna,1981,9,Himalaya
203,1981-09-28 00:00:00,Yves Favre,France,avalanche,Annapurna,1981,9,Himalaya
204,1981-10-15 00:00:00,Jean-Jacques Ricouard,France,fall,Kangchenjunga,1981,10,Himalaya
205,1981-10-16 00:00:00,Philippe Petten,Switzerland,disappeared,Lhotse,1981,10,Himalaya
206,1981-10-31 00:00:00,Yasuji Kato,Japan,fall,Annapurna,1981,10,Himalaya
207,1982-04-28 00:00:00,Matloob Hassan Nuri,Pakistan,fall,Nanga Parbat,1982,4,Karakorum
208,1982-05-04 00:00:00,Werner Bürkli,Switzerland,illness,Annapurna,1982,5,Himalaya
209,1982-05-10 00:00:00,Enric Font,Spain,avalanche,Manaslu,1982,5,Himalaya
210,1982-05-10 00:00:00,Pere Aymerich,Spain,avalanche,Manaslu,1982,5,Himalaya
211,1982-05-12 00:00:00,Rai Shanti,Nepal,fall,Annapurna,1982,5,Himalaya
212,1982-05-15 00:00:00,Marty Hoey,United States,fall,Everest,1982,5,Himalaya
213,1982-05-17 00:00:00,Peter Boardman,United Kingdom,disappeared,Everest,1982,5,Himalaya
214,1982-05-17 00:00:00,Joe Tasker,United Kingdom,disappeared,Everest,1982,5,Himalaya
215,1982-05-19 00:00:00,Reinhard Karl,West Germany,avalanche,Cho Oyu,1982,5,Himalaya
216,1982-06-04 00:00:00,Peter Forrer,Switzerland,avalanche,Nanga Parbat,1982,6,Karakorum
217,1982-06-08 00:00:00,Peter Hiltbrand,Switzerland,altitude,Nanga Parbat,1982,6,Karakorum
218,1982-06-12 00:00:00,Ali Sheikh,Pakistan,fall,Nanga Parbat,1982,6,Karakorum
219,1982-07-02 00:00:00,Glenn Brindeiro,United States,avalanche,Gasherbrum-2,1982,7,Karakorum
220,1982-07-15 00:00:00,Jeffrey Ian Bubb,United States,avalanche,Broad Peak,1982,7,Karakorum
221,1982-07-15 00:00:00,Marti Roig Gasull,Spain,avalanche,Manaslu,1982,7,Himalaya
233,1982-07-15 00:00:00,Gerhard Gruner,West Germany,disappeared,Gasherbrum-2,1982,7,Karakorum
223,1982-07-15 00:00:00,Vladislav Terzyul,Ukraine,fall,Makalu,1982,7,Himalaya
225,1982-07-15 00:00:00,Toshio Yamamoto,Japan,avalanche,Dhaulagiri,1982,7,Himalaya
222,1982-07-15 00:00:00,Ludovic Challeat,France,avalanche,Manaslu,1982,7,Himalaya
228,1982-07-15 00:00:00,Claudio Gálvez Santibañez,Chile,fall,Gasherbrum-1,1982,7,Karakorum
232,1982-07-15 00:00:00,Zhao Liang,China,fall,Dhaulagiri,1982,7,Himalaya
229,1982-07-15 00:00:00,Yoshiumi Hayoshida,Japan,avalanche,Gasherbrum-1,1982,7,Karakorum
230,1982-07-15 00:00:00,Norbert Wolf,Austria,others,Gasherbrum-2,1982,7,Karakorum
231,1982-07-15 00:00:00,Joel Wischnewski,France,avalanche,Nanga Parbat,1982,7,Karakorum
226,1982-07-15 00:00:00,Jay Sieger,United States,fall,Makalu,1982,7,Himalaya
227,1982-07-15 00:00:00,Eric Escoffier,France,disappeared,Broad Peak,1982,7,Karakorum
224,1982-07-15 00:00:00,Kenzo Akasaka,Japan,exhaustion,Kangchenjunga,1982,7,Himalaya
240,1982-07-15 00:00:00,Hyun-ok Ji,South Korea,unknown,Annapurna,1982,7,Himalaya
242,1982-07-15 00:00:00,Jerzy Kukuczka,Poland,fall,Lhotse,1982,7,Himalaya
236,1982-07-15 00:00:00,Adam Cinnamond,United Kingdom,others,Cho Oyu,1982,7,Himalaya
237,1982-07-15 00:00:00,Paul Carr,Australia,illness,Cho Oyu,1982,7,Himalaya
234,1982-07-15 00:00:00,Michio Sato,Japan,avalanche,Annapurna,1982,7,Himalaya
239,1982-07-15 00:00:00,Gennadi Vasilenko,Ukraine,avalanche,Shisha Pangma,1982,7,Himalaya
241,1982-07-15 00:00:00,Ming-Tse Kuo,Taiwan,fall,Shisha Pangma,1982,7,Himalaya
238,1982-07-15 00:00:00,Mi-young Go,South Korea,fall,Nanga Parbat,1982,7,Karakorum
235,1982-07-15 00:00:00,Atsushi Shiina,Japan,others,Kangchenjunga,1982,7,Himalaya
244,1982-07-15 00:00:00,Damai Sarki Sherpa,Nepal,fall,Everest,1982,7,Himalaya
245,1982-07-15 00:00:00,Nobukazu Kuriki,Japan,others,Everest,1982,7,Himalaya
246,1982-07-15 00:00:00,Park Kyeong-hyo,South Korea,fall,K-2,1982,7,Karakorum
247,1982-07-15 00:00:00,Vladimir Bashkirov,Russia,illness,Lhotse,1982,7,Himalaya
243,1982-07-15 00:00:00,Kim Hyo-gyung,South Korea,fall,K-2,1982,7,Karakorum
248,1982-07-30 00:00:00,Halina Krüger-Syrokomska,Poland,illness,K-2,1982,7,Karakorum
249,1982-08-15 00:00:00,Yukihiro Yanagisawa,Japan,fall,K-2,1982,8,Karakorum
250,1982-08-31 00:00:00,Ang Chuldim,Nepal,avalanche,Everest,1982,8,Himalaya
251,1982-08-31 00:00:00,Dawa Dorje,Nepal,avalanche,Everest,1982,8,Himalaya
252,1982-08-31 00:00:00,Pasang Sona,Nepal,avalanche,Everest,1982,8,Himalaya
253,1982-09-02 00:00:00,Blair Griffiths,Canada,others,Everest,1982,9,Himalaya
254,1982-09-26 00:00:00,Tadeusz Szulc,Poland,illness,Makalu,1982,9,Himalaya
255,1982-09-27 00:00:00,Lhakpa Tshering,Nepal,others,Everest,1982,9,Himalaya
256,1982-10-14 00:00:00,Nima Dorje,Nepal,fall,Everest,1982,10,Himalaya
257,1982-10-17 00:00:00,Alex MacIntyre,United Kingdom,fall,Annapurna,1982,10,Himalaya
258,1982-10-18 00:00:00,Miko Ono,Japan,avalanche,Annapurna,1982,10,Himalaya
259,1982-10-18 00:00:00,Susumu Akimatsu,Japan,avalanche,Annapurna,1982,10,Himalaya
260,1982-12-18 00:00:00,Takashi Sakuma,Japan,exhaustion,Manaslu,1982,12,Himalaya
261,1982-12-28 00:00:00,Yasuo Kato,Japan,disappeared,Everest,1982,12,Himalaya
262,1982-12-28 00:00:00,Toshiaki Kobayashi,Japan,disappeared,Everest,1982,12,Himalaya
263,1983-04-24 00:00:00,Nejc Zaplotnik,Yugoslavia,avalanche,Manaslu,1983,4,Himalaya
264,1983-04-24 00:00:00,Ante Bućan,Yugoslavia,avalanche,Manaslu,1983,4,Himalaya
265,1983-04-28 00:00:00,Fritz Luchsinger,Switzerland,altitude,Shisha Pangma,1983,4,Himalaya
266,1983-06-17 00:00:00,Kazuo Shimura,Japan,fall,Nanga Parbat,1983,6,Karakorum
267,1983-06-29 00:00:00,Peter Thexton,United Kingdom,others,Broad Peak,1983,6,Karakorum
268,1983-07-12 00:00:00,Satoshi Iida,Japan,avalanche,Nanga Parbat,1983,7,Karakorum
269,1983-07-12 00:00:00,Yuichiro Takamori,Japan,avalanche,Nanga Parbat,1983,7,Karakorum
270,1983-07-12 00:00:00,Nobuyoshi Yamada,Japan,avalanche,Nanga Parbat,1983,7,Karakorum
271,1983-09-24 00:00:00,Yang-kun Chung,South Korea,avalanche,Annapurna,1983,9,Himalaya
272,1983-09-24 00:00:00,Magar Maila,Nepal,avalanche,Annapurna,1983,9,Himalaya
273,1983-09-24 00:00:00,Rama Magar Tika,Nepal,avalanche,Annapurna,1983,9,Himalaya
