,Date,Name,Nationality,Cause of death,mountain,Year,Month,Range
659,2003-05-25 00:00:00,Jan Krzysztof Liszewski,Poland,fall,Everest,2003,5,Himalaya
660,2003-05-27 00:00:00,Bhim Bahadur Gurung,Nepal,fall,Everest,2003,5,Himalaya
661,2003-07-05 00:00:00,Jose Manuel Buenaga,Spain,disappeared,Gasherbrum-1,2003,7,Karakorum
662,2003-07-05 00:00:00,Nancy Silvestrini [es],Argentina,disappeared,Gasherbrum-1,2003,7,Karakorum
663,2003-07-15 00:00:00,Vladimir Pestrikov,Ukraine,fall,Gasherbrum-1,2003,7,Karakorum
664,2003-09-07 00:00:00,Mohammad Oraz,Iran,avalanche,Gasherbrum-1,2003,9,Karakorum
665,2003-10-05 00:00:00,Joo-hoon Park,South Korea,avalanche,Lhotse,2003,10,Himalaya
666,2003-10-05 00:00:00,Sun-dug Hwang,South Korea,avalanche,Lhotse,2003,10,Himalaya
667,2003-10-06 00:00:00,Christos Barouchas,Greece,exhaustion,Cho Oyu,2003,10,Himalaya
668,2004-05-18 00:00:00,Joon-ho Baek,South Korea,exposure,Everest,2004,5,Himalaya
669,2004-05-18 00:00:00,Mu-taek Park,South Korea,exposure,Everest,2004,5,Himalaya
670,2004-05-18 00:00:00,Min Jang,South Korea,exposure,Everest,2004,5,Himalaya
671,2004-05-18 00:00:00,Nils Antezana,United States Bolivia,exposure,Everest,2004,5,Himalaya
672,2004-05-20 00:00:00,Hristo Ganchev Hristov,Bulgaria,exposure,Everest,2004,5,Himalaya
673,2004-05-20 00:00:00,Shoko Ota,Japan,exposure,Everest,2004,5,Himalaya
674,2004-05-23 00:00:00,Mariana Prodanova Maslarova,Bulgaria,exposure,Everest,2004,5,Himalaya
675,2004-06-08 00:00:00,Lee Hwa-hyeung,South Korea,avalanche,K-2,2004,6,Karakorum
676,2004-06-08 00:00:00,Kim Jae-koung,South Korea,avalanche,K-2,2004,6,Karakorum
677,2004-06-08 00:00:00,Pae Kyong-kyu,South Korea,avalanche,K-2,2004,6,Karakorum
678,2004-07-01 00:00:00,Günter Jung,Germany,fall,Nanga Parbat,2004,7,Karakorum
679,2004-07-25 00:00:00,Jose Antonio Anton,Spain,fall,Gasherbrum-1,2004,7,Karakorum
680,2004-07-28 00:00:00,Aleksandr Gubaev,Kyrgyzstan,fall,K-2,2004,7,Karakorum
681,2004-08-02 00:00:00,Sergei Sokolov,Russia,others,K-2,2004,8,Karakorum
682,2004-08-19 00:00:00,Manel de la Mata,Spain,others,K-2,2004,8,Karakorum
683,2004-10-10 00:00:00,Hideji Nazuka,Japan,avalanche,Annapurna,2004,10,Himalaya
684,2004-10-13 00:00:00,Xabier Ormazabal,Spain,others,Cho Oyu,2004,10,Himalaya
685,2005-04-28 00:00:00,Sean Egan,Canada,illness,Everest,2005,4,Himalaya
686,2005-05-02 00:00:00,Michael Corey O'Brien[118],United States,fall,Everest,2005,5,Himalaya
687,2005-05-11 00:00:00,Lubos Stacho,Slovakia,illness,Cho Oyu,2005,5,Himalaya
688,2005-05-15 00:00:00,Sumba Sherpa,Nepal,altitude,Makalu,2005,5,Himalaya
689,2005-05-18 00:00:00,Christian Kuntner,Italy,avalanche,Annapurna,2005,5,Himalaya
690,2005-05-21 00:00:00,Marko Lihteneker,Slovenia,others,Everest,2005,5,Himalaya
691,2005-05-30 00:00:00,Sirigereshiva Shankarappa Chaitanya,India,exposure,Everest,2005,5,Himalaya
692,2005-06-04 00:00:00,Dieter Kramer,Germany,exposure,Everest,2005,6,Himalaya
693,2005-06-05 00:00:00,Robert William Milne,United Kingdom,others,Everest,2005,6,Himalaya
694,2005-08-05 00:00:00,Dawa Nurbu II,Nepal,fall,Gasherbrum-1,2005,8,Karakorum
695,2005-09-28 00:00:00,Martin Oczko,Czech Republic,altitude,Shisha Pangma,2005,9,Himalaya
696,2005-10-03 00:00:00,Stanislav Krylov,Russia,disappeared,Shisha Pangma,2005,10,Himalaya
697,2006-01-27 00:00:00,Jean-Christophe Lafaille,France,disappeared,Makalu,2006,1,Himalaya
698,2006-04-07 00:00:00,Tuk Bahadur Thapa Magar Sherpa,Nepal,altitude,Everest,2006,4,Himalaya
699,2006-04-21 00:00:00,Dawa Temba,Nepal,avalanche,Everest,2006,4,Himalaya
700,2006-04-21 00:00:00,Ang Phinjo Sherpa,Nepal,avalanche,Everest,2006,4,Himalaya
701,2006-04-21 00:00:00,Lhakpa Tseri,Nepal,avalanche,Everest,2006,4,Himalaya
702,2006-05-06 00:00:00,Jacques-Hugues Letrange,France,exhaustion,Everest,2006,5,Himalaya
703,2006-05-09 00:00:00,Pavel Kalný,Czech Republic,fall,Lhotse,2006,5,Himalaya
704,2006-05-09 00:00:00,Raymund Spang,Germany,fall,Cho Oyu,2006,5,Himalaya
705,2006-05-14 00:00:00,Srikrishna,India,fall,Everest,2006,5,Himalaya
706,2006-05-15 00:00:00,David Sharp,United Kingdom,exposure,Everest,2006,5,Himalaya
707,2006-05-16 00:00:00,Tomas Olsson,Sweden,fall,Everest,2006,5,Himalaya
708,2006-05-19 00:00:00,Vitor Negrete,Brazil,exposure,Everest,2006,5,Himalaya
709,2006-05-22 00:00:00,Igor Plyushkin,Russia,altitude,Everest,2006,5,Himalaya
710,2006-05-25 00:00:00,Thomas Weber,Germany,altitude,Everest,2006,5,Himalaya
711,2006-07-08 00:00:00,Markus Kronthaler,Austria,exhaustion,Broad Peak,2006,7,Karakorum
712,2006-07-28 00:00:00,Naohiro Ozawa,Japan,unknown,Nanga Parbat,2006,7,Karakorum
713,2006-08-13 00:00:00,Aleksandr Foigt,Russia,avalanche,K-2,2006,8,Karakorum
714,2006-08-13 00:00:00,Piotr Kuznetsov,Russia,avalanche,K-2,2006,8,Karakorum
715,2006-08-13 00:00:00,Arkadi Kuvakin,Russia,avalanche,K-2,2006,8,Karakorum
716,2006-08-13 00:00:00,Yuri Uteshev,Russia,avalanche,K-2,2006,8,Karakorum
717,2006-10-22 00:00:00,Lhakpa Rita II,Nepal,avalanche,Annapurna,2006,10,Himalaya
718,2006-10-31 00:00:00,Bruno Carvalho,Portugal,fall,Shisha Pangma,2006,10,Himalaya
719,2007-04-22 00:00:00,Udhav Prasad Khanal,Nepal,unknown,Annapurna,2007,4,Himalaya
720,2007-04-24 00:00:00,Marek Hudák,Slovakia,disappeared,Shisha Pangma,2007,4,Himalaya
721,2007-04-26 00:00:00,Dawa Sherpa,Nepal,unknown,Everest,2007,4,Himalaya
722,2007-05-12 00:00:00,Santiago Sagaste,Spain,avalanche,Dhaulagiri,2007,5,Himalaya
723,2007-05-12 00:00:00,Ricardo Valencia,Spain,avalanche,Dhaulagiri,2007,5,Himalaya
724,2007-05-16 00:00:00,Yoshitomi Okura,Japan,unknown,Everest,2007,5,Himalaya
725,2007-05-17 00:00:00,Libor Kozak,Czech,unknown,Everest,2007,5,Himalaya
726,2007-05-17 00:00:00,Shinichi Ishii,Japan,unknown,Everest,2007,5,Himalaya
727,2007-05-17 00:00:00,Oh Hee-joon,South Korea,unknown,Everest,2007,5,Himalaya
728,2007-05-17 00:00:00,Lee Hyun-jo,South Korea,unknown,Everest,2007,5,Himalaya
729,2007-05-17 00:00:00,Maurizio Pierangelo,Italy,unknown,Everest,2007,5,Himalaya
730,2007-05-21 00:00:00,Pemba Doma,Nepal,fall,Lhotse,2007,5,Himalaya
731,2007-05-25 00:00:00,Iñigo de Pineda,Spain,fall,Kangchenjunga,2007,5,Himalaya
732,2007-07-03 00:00:00,Ulrike Gschwandtner [de],Austria,illness,Gasherbrum-2,2007,7,Karakorum
733,2007-07-18 00:00:00,Arne Heckele,Germany,avalanche,Gasherbrum-2,2007,7,Karakorum
734,2007-07-18 00:00:00,Ernst-Robert Zauner,Germany,avalanche,Gasherbrum-2,2007,7,Karakorum
735,2007-07-20 00:00:00,Nima Nurbu,Nepal,fall,K-2,2007,7,Karakorum
736,2007-07-29 00:00:00,Jiri Danek,Czech Republic,fall,Gasherbrum-1,2007,7,Karakorum
737,2008-04-24 00:00:00,Drabey Bahadur Rajan Mongar,Nepal,fall,Makalu,2008,4,Himalaya
738,2008-05-05 00:00:00,Darío Bracali,Argentina,disappeared,Dhaulagiri,2008,5,Himalaya
739,2008-05-13 00:00:00,Hasta Bahadur Gurung,Nepal,illness,Manaslu,2008,5,Himalaya
740,2008-05-20 00:00:00,Nil Prasad Gurung,Nepal,altitude,Makalu,2008,5,Himalaya
741,2008-05-21 00:00:00,Uwe Gianni Goltz,Switzerland,exhaustion,Everest,2008,5,Himalaya
742,2008-05-23 00:00:00,Iñaki Ochoa de Olza,Spain,others,Annapurna,2008,5,Himalaya
743,2008-06-18 00:00:00,Jean-Noel Urban,France,fall,Gasherbrum-1,2008,6,Karakorum
744,2008-06-30 00:00:00,Vlado Plulik,Slovakia,disappeared,Broad Peak,2008,6,Karakorum
745,2008-07-15 00:00:00,Karl Unterkircher,Italy,others,Nanga Parbat,2008,7,Karakorum
746,2008-07-17 00:00:00,Saman Nemati,Iran,unknown,Nanga Parbat,2008,7,Karakorum
747,2008-08-02 00:00:00,Gerard McDonnell,Ireland,fall,K-2,2008,8,Karakorum
748,2008-08-02 00:00:00,Hwang Dong-jin,South Korea,fall,K-2,2008,8,Karakorum
749,2008-08-02 00:00:00,Jahan Baig,Pakistan,fall,K-2,2008,8,Karakorum
750,2008-08-02 00:00:00,Pasang Bhote,Nepal,fall,K-2,2008,8,Karakorum
751,2008-08-02 00:00:00,Meherban Karim,Pakistan,fall,K-2,2008,8,Karakorum
752,2008-08-02 00:00:00,Hugues d'Aubarede,France,fall,K-2,2008,8,Karakorum
753,2008-08-02 00:00:00,Dren Mandić,Serbia,fall,K-2,2008,8,Karakorum
754,2008-08-02 00:00:00,Rolf Bae,Norway,fall,K-2,2008,8,Karakorum
755,2008-10-04 00:00:00,Guy Leveille,Canada,fall,Cho Oyu,2008,10,Himalaya
756,2008-10-05 00:00:00,Daniel Goulevitch,France,altitude,Manaslu,2008,10,Himalaya
757,2008-10-05 00:00:00,Miha Valič,Slovenia,altitude,Cho Oyu,2008,10,Himalaya
758,2009-04-01 00:00:00,Martin Minařík,Czech Republic,others,Annapurna,2009,4,Himalaya
759,2009-04-08 00:00:00,Piotr Morawski,Poland,fall,Dhaulagiri,2009,4,Himalaya
760,2009-04-28 00:00:00,Giuseppe Antonelli,Italy,illness,Manaslu,2009,4,Himalaya
761,2009-05-01 00:00:00,Mehdi Etemad Far,Iran,fall,Dhaulagiri,2009,5,Himalaya
762,2009-05-07 00:00:00,Lhakpa Nuru,Nepal,avalanche,Everest,2009,5,Himalaya
763,2009-05-18 00:00:00,Věslav Chrzaszcz,Czech,illness,Everest,2009,5,Himalaya
764,2009-05-19 00:00:00,Levente Szabó,Hungary,fall,Manaslu,2009,5,Himalaya
765,2009-05-19 00:00:00,Wenhong Wu,China,altitude,Everest,2009,5,Himalaya
766,2009-05-21 00:00:00,Frank Ziebarth,Canada,others,Everest,2009,5,Himalaya
767,2009-05-24 00:00:00,Sangat Ram Thakur,India,illness,Makalu,2009,5,Himalaya
768,2009-05-25 00:00:00,Sergey Samoilov,Kazakhstan,fall,Lhotse,2009,5,Himalaya
769,2009-06-02 00:00:00,Dennis Verhoeve,Netherlands,fall,Cho Oyu,2009,6,Himalaya
770,2009-06-23 00:00:00,Michele Fait,Italy,fall,K-2,2009,6,Karakorum
771,2009-07-10 00:00:00,Wolfgang Kölblinger,Austria,fall,Nanga Parbat,2009,7,Karakorum
772,2009-07-18 00:00:00,Cristina Castagna,Italy,fall,Broad Peak,2009,7,Karakorum
773,2009-07-21 00:00:00,Luis María Barbero,Spain,disappeared,Gasherbrum-2,2009,7,Karakorum
774,2009-09-25 00:00:00,Clifton Maloney,United States,illness,Cho Oyu,2009,9,Himalaya
775,2009-10-03 00:00:00,Franc Oderlap,Slovenia,fall,Manaslu,2009,10,Himalaya
776,2009-10-15 00:00:00,Roby Piantoni,Italy,fall,Shisha Pangma,2009,10,Himalaya
777,2010-04-24 00:00:00,Haeng-su Park,South Korea,exhaustion,Manaslu,2010,4,Himalaya
778,2010-04-26 00:00:00,László Várkonyi,Hungary,avalanche,Everest,2010,4,Himalaya
779,2010-04-29 00:00:00,Tolo Calafat,Spain,unknown,Annapurna,2010,4,Himalaya
780,2010-05-03 00:00:00,Serguey Nikitin,Russia,altitude,Cho Oyu,2010,5,Himalaya
781,2010-05-07 00:00:00,Sergey Duganov,Russia,altitude,Lhotse,2010,5,Himalaya
782,2010-05-13 00:00:00,Li Bin,China,exhaustion,Dhaulagiri,2010,5,Himalaya
783,2010-05-13 00:00:00,Han Xin,China,fall,Dhaulagiri,2010,5,Himalaya
784,2010-05-19 00:00:00,Tom Jørgensen,Denmark,others,Everest,2010,5,Himalaya
785,2010-05-26 00:00:00,Peter Kinloch,United Kingdom,exhaustion,Everest,2010,5,Himalaya
786,2010-05-30 00:00:00,Zaharias (Haris) Kiriakakis,Greece,disappeared,Makalu,2010,5,Himalaya
787,2010-07-17 00:00:00,Petar Georgiev Unzhiev,Bulgaria,altitude,K-2,2010,7,Karakorum
788,2010-08-06 00:00:00,Fredrik Ericsson,Sweden,fall,K-2,2010,8,Karakorum
789,2010-09-24 00:00:00,Nobuaki Kuwabara,Japan,illness,Manaslu,2010,9,Himalaya
790,2010-09-28 00:00:00,Daisuke Honda,Japan,avalanche,Dhaulagiri,2010,9,Himalaya
791,2010-09-28 00:00:00,Osamu Tanabe,Japan,avalanche,Dhaulagiri,2010,9,Himalaya
792,2010-09-28 00:00:00,Pasang Gyelu,Nepal,avalanche,Dhaulagiri,2010,9,Himalaya
793,2010-10-03 00:00:00,Walter Nones,Italy,fall,Cho Oyu,2010,10,Himalaya
794,2011-04-29 00:00:00,Eisa Mir-Shekari,Iran,altitude,Manaslu,2011,4,Himalaya
795,2011-05-01 00:00:00,Rick Hitch,United States,illness,Everest,2011,5,Himalaya
796,2011-05-09 00:00:00,Shailendra Kumar Upadhyaya,Nepal,altitude,Everest,2011,5,Himalaya
797,2011-05-12 00:00:00,Alain Peirre Marie Laurens,France,unknown,Manaslu,2011,5,Himalaya
798,2011-05-12 00:00:00,Tashi Chhiring,Nepal,unknown,Manaslu,2011,5,Himalaya
799,2011-05-12 00:00:00,Takashi Ozaki,Japan,altitude,Everest,2011,5,Himalaya
800,2011-05-21 00:00:00,John Delaney,Ireland,altitude,Everest,2011,5,Himalaya
801,2011-05-22 00:00:00,Ronald Naar,Netherlands,others,Cho Oyu,2011,5,Himalaya
802,2011-05-22 00:00:00,Joëlle Brupbacher,Switzerland,altitude,Makalu,2011,5,Himalaya
803,2011-07-22 00:00:00,Leila Esfandyari,Iran,fall,Gasherbrum-2,2011,7,Karakorum
804,2011-07-25 00:00:00,Jeffrey Wai Hung Chung,Hong Kong,fall,Broad Peak,2011,7,Karakorum
805,2011-09-15 00:00:00,Hiroaki Kino,Japan,others,Everest,2011,9,Himalaya
806,2011-09-23 00:00:00,Rostislav Krpec,Czech Republic,unknown,Cho Oyu,2011,9,Himalaya
807,2011-09-26 00:00:00,Joerg Henning,Germany,avalanche,Cho Oyu,2011,9,Himalaya
808,2011-10-18 00:00:00,Ki-seok Kang,South Korea,unknown,Annapurna,2011,10,Himalaya
809,2011-10-18 00:00:00,Young-seok Park,South Korea,unknown,Annapurna,2011,10,Himalaya
810,2011-10-18 00:00:00,Dong-min Shin,South Korea,unknown,Annapurna,2011,10,Himalaya
811,2012-02-06 00:00:00,Vitaliy Gorelik,Russia,exposure,K-2,2012,2,Karakorum
812,2012-03-09 00:00:00,Gerfried Göschl,Austria,disappeared,Gasherbrum-1,2012,3,Karakorum
813,2012-03-09 00:00:00,Cedric Hählen,Switzerland,disappeared,Gasherbrum-1,2012,3,Karakorum
814,2012-03-09 00:00:00,Nissar Hussain,Pakistan,disappeared,Gasherbrum-1,2012,3,Karakorum
815,2012-04-05 00:00:00,Dawa Tenzing,Nepal,illness,Everest,2012,4,Himalaya
816,2012-04-19 00:00:00,Karsang Namgyal Sherpa,Nepal,altitude,Everest,2012,4,Himalaya
817,2012-04-20 00:00:00,Ramesh Gulve,India,illness,Everest,2012,4,Himalaya
818,2012-04-21 00:00:00,Namgyal Tshering Sherpa,Nepal,fall,Everest,2012,4,Himalaya
819,2012-05-05 00:00:00,Tibor Horváth,Hungary,avalanche,Annapurna,2012,5,Himalaya
820,2012-05-11 00:00:00,Jafar Naseri,Iran,unknown,Manaslu,2012,5,Himalaya
821,2012-05-19 00:00:00,Shriya Shah-Klorfine,Canada,exhaustion,Everest,2012,5,Himalaya
822,2012-05-19 00:00:00,Song Won-bin,South Korea,fall,Everest,2012,5,Himalaya
823,2012-05-19 00:00:00,Eberhard Schaaf,Germany,others,Everest,2012,5,Himalaya
824,2012-05-20 00:00:00,Juan José Polo Carbayo,Spain,exhaustion,Everest,2012,5,Himalaya
825,2012-05-20 00:00:00,Ha Wenyi,China,altitude,Everest,2012,5,Himalaya
826,2012-05-20 00:00:00,Ralf D. Arnold,Germany,exhaustion,Everest,2012,5,Himalaya
827,2012-05-21 00:00:00,Milan Sedláček,Czech Republic,exhaustion,Lhotse,2012,5,Himalaya
828,2012-07-31 00:00:00,Zuzana Hofmannová,Czech Republic,disappeared,Broad Peak,2012,7,Karakorum
829,2012-07-31 00:00:00,Muhammad Baqir,Pakistan,fall,Broad Peak,2012,7,Karakorum
831,2012-09-23 00:00:00,Fabrice Priez,France,avalanche,Manaslu,2012,9,Himalaya
834,2012-09-23 00:00:00,Catherine Ricard,France,avalanche,Manaslu,2012,9,Himalaya
830,2012-09-23 00:00:00,Dawa Dorji Sherpa,Nepal,avalanche,Manaslu,2012,9,Himalaya
833,2012-09-23 00:00:00,Dominique Ouimet,Canada,avalanche,Manaslu,2012,9,Himalaya
838,2012-09-23 00:00:00,Phillippe Lucien Bos,France,avalanche,Manaslu,2012,9,Himalaya
835,2012-09-23 00:00:00,Christian Mittermeyer,Germany,avalanche,Manaslu,2012,9,Himalaya
832,2012-09-23 00:00:00,Rémy Lécluse,France,avalanche,Manaslu,2012,9,Himalaya
836,2012-09-23 00:00:00,Gregory Ugo Costa,France,avalanche,Manaslu,2012,9,Himalaya
837,2012-09-23 00:00:00,Alberto Magliano,Italy,avalanche,Manaslu,2012,9,Himalaya
839,2012-10-04 00:00:00,Victor Correa,Colombia,unknown,Manaslu,2012,10,Himalaya
840,2012-10-07 00:00:00,Ivan Lobanov,Uzbekistan,avalanche,Annapurna,2012,10,Himalaya
841,2012-10-07 00:00:00,Iljas Tukhvatullin,Uzbekistan,avalanche,Annapurna,2012,10,Himalaya
842,2012-10-16 00:00:00,Temba Sherpa,Nepal,fall,Lhotse,2012,10,Himalaya
843,2013-03-06 00:00:00,Tomasz Kowalski,Poland,exhaustion,Broad Peak,2013,3,Karakorum
844,2013-03-06 00:00:00,Maciej Berbeka,Poland,disappeared,Broad Peak,2013,3,Karakorum
845,2013-04-07 00:00:00,Mingma Sherpa,Nepal,fall,Everest,2013,4,Himalaya
846,2013-04-24 00:00:00,Liu Xiang-Yang,China,fall,Makalu,2013,4,Himalaya
848,2013-05-05 00:00:00,DaRita Sherpa,Nepal,others,Everest,2013,5,Himalaya
847,2013-05-05 00:00:00,Sergey Ponomarev,Russia,others,Everest,2013,5,Himalaya
849,2013-05-07 00:00:00,Lobsang Sherpa,Nepal,fall,Everest,2013,5,Himalaya
850,2013-05-11 00:00:00,Unknown,Germany,others,Shisha Pangma,2013,5,Himalaya
851,2013-05-15 00:00:00,Alexey Bolotov,Russia,fall,Everest,2013,5,Himalaya
852,2013-05-17 00:00:00,Namgyal Sherpa,Nepal,unknown,Everest,2013,5,Himalaya
853,2013-05-20 00:00:00,Hsiao-Shih Lee,Taiwan,altitude,Lhotse,2013,5,Himalaya
860,2013-05-21 00:00:00,Bibash Gurung Sherpa,Nepal,fall,Kangchenjunga,2013,5,Himalaya
854,2013-05-21 00:00:00,Pho Dorchi Sherpa,Nepal,fall,Kangchenjunga,2013,5,Himalaya
855,2013-05-21 00:00:00,Zsolt Erőss,Hungary,disappeared,Kangchenjunga,2013,5,Himalaya
856,2013-05-21 00:00:00,Park-nam Su,South Korea,fall,Kangchenjunga,2013,5,Himalaya
857,2013-05-21 00:00:00,Seo Sung-ho,South Korea,altitude,Everest,2013,5,Himalaya
858,2013-05-21 00:00:00,Péter Kiss,Hungary,fall,Kangchenjunga,2013,5,Himalaya
859,2013-05-21 00:00:00,Sajal Khaled(Mohammed Khaled Hossain),Bangladesh,altitude,Everest,2013,5,Himalaya
861,2013-05-22 00:00:00,Unknown climber,Nepal,altitude,Everest,2013,5,Himalaya
863,2013-05-23 00:00:00,Chizuko Kono,Japan,exhaustion,Dhaulagiri,2013,5,Himalaya
862,2013-05-23 00:00:00,Dawa Sherpa,Nepal,disappeared,Dhaulagiri,2013,5,Himalaya
864,2013-05-26 00:00:00,Juanjo Garra,Spain,fall,Dhaulagiri,2013,5,Himalaya
875,2013-06-22 00:00:00,Peter Sperka,Slovakia,others,Nanga Parbat,2013,6,Karakorum
865,2013-06-22 00:00:00,Ernestas Markšaitis,Lithuania,others,Nanga Parbat,2013,6,Karakorum
866,2013-06-22 00:00:00,Honglu Chen,China (USA/China dual national),others,Nanga Parbat,2013,6,Karakorum
867,2013-06-22 00:00:00,Igor Svergun,Ukraine,others,Nanga Parbat,2013,6,Karakorum
868,2013-06-22 00:00:00,Badawi Kashaev,Ukraine,others,Nanga Parbat,2013,6,Karakorum
869,2013-06-22 00:00:00,Dmitry Konyaev,Ukraine,others,Nanga Parbat,2013,6,Karakorum
870,2013-06-22 00:00:00,Rao Jianfeng,China,others,Nanga Parbat,2013,6,Karakorum
871,2013-06-22 00:00:00,Sona Sherpa,Nepal,others,Nanga Parbat,2013,6,Karakorum
872,2013-06-22 00:00:00,Yang Chunfeng,China,others,Nanga Parbat,2013,6,Karakorum
873,2013-06-22 00:00:00,Ali Hussain,Pakistan,others,Nanga Parbat,2013,6,Karakorum
874,2013-06-22 00:00:00,Anton Dobes,Slovakia,others,Nanga Parbat,2013,6,Karakorum
876,2013-07-07 00:00:00,Artur Hajzer,Poland,fall,Gasherbrum-1,2013,7,Karakorum
877,2013-07-08 00:00:00,Dana Heide,Germany,others,Broad Peak,2013,7,Karakorum
880,2013-07-22 00:00:00,Álvaro Paredes,Spain,disappeared,Gasherbrum-1,2013,7,Karakorum
879,2013-07-22 00:00:00,Abel Alonso,Spain,disappeared,Gasherbrum-1,2013,7,Karakorum
878,2013-07-22 00:00:00,Xevi Gómez,Spain,disappeared,Gasherbrum-1,2013,7,Karakorum
881,2013-07-23 00:00:00,Aidin Bozorgi,Iran,disappeared,Broad Peak,2013,7,Karakorum
882,2013-07-23 00:00:00,Pouya Keivan [fa],Iran,disappeared,Broad Peak,2013,7,Karakorum
883,2013-07-23 00:00:00,Mojtaba Jarrahi [fa],Iran,disappeared,Broad Peak,2013,7,Karakorum
1027,2013-07-27 20:13:00,Denali Schmidt(son of Marty Schmidt),New Zealand / USA,avalanche,K-2,2026,7,Karakorum
1026,2013-07-27 20:13:00,Marty Schmidt,New Zealand / USA,avalanche,K-2,2026,7,Karakorum
884,2013-08-09 00:00:00,Zdenek Hruby,Czech Republic,fall,Gasherbrum-1,2013,8,Karakorum
885,2014-04-02 00:00:00,Mingma Tenzing Sherpa,Nepal,others,Everest,2014,4,Himalaya
886,2014-04-18 00:00:00,Nima Sherpa,Nepal,avalanche,Everest,2014,4,Himalaya
887,2014-04-18 00:00:00,Phurba Ongyal Sherpa,Nepal,avalanche,Everest,2014,4,Himalaya
888,2014-04-18 00:00:00,Ang Tshiri Sherpa,Nepal,avalanche,Everest,2014,4,Himalaya
889,2014-04-18 00:00:00,Mingma Nuru Sherpa,Nepal,avalanche,Everest,2014,4,Himalaya
890,2014-04-18 00:00:00,Asman Tamang,Nepal,avalanche,Lhotse,2014,4,Himalaya
891,2014-04-18 00:00:00,Lapka Tenjing Sherpa,Nepal,avalanche,Everest,2014,4,Himalaya
893,2014-04-18 00:00:00,Tenzing Chottar Sherpa,Nepal,avalanche,Everest,2014,4,Himalaya
900,2014-04-18 00:00:00,Then Dorjee Sherpa,Nepal,avalanche,Everest,2014,4,Himalaya
896,2014-04-18 00:00:00,Phur Temba Sherpa,Nepal,avalanche,Everest,2014,4,Himalaya
897,2014-04-18 00:00:00,Dorjee Khatri,Nepal,avalanche,Everest,2014,4,Himalaya
895,2014-04-18 00:00:00,Pasang Karma Sherpa,Nepal,avalanche,Everest,2014,4,Himalaya
892,2014-04-18 00:00:00,Chhiring Ongchu Sherpa,Nepal,avalanche,Everest,2014,4,Himalaya
901,2014-04-18 00:00:00,Aash Bahadur Gurung,Nepal,avalanche,Everest,2014,4,Himalaya
898,2014-04-18 00:00:00,Ankaji Sherpa,Nepal,avalanche,Everest,2014,4,Himalaya
899,2014-04-18 00:00:00,PemTenji Sherpa,Nepal,avalanche,Everest,2014,4,Himalaya
894,2014-04-18 00:00:00,Dorji Sherpa,Nepal,avalanche,Everest,2014,4,Himalaya
902,2014-05-02 00:00:00,Yannick Gagneret,France,others,Makalu,2014,5,Himalaya
905,2014-05-20 00:00:00,Migma Temba,Nepal,fall,Kangchenjunga,2014,5,Himalaya
903,2014-05-20 00:00:00,Chhanda Gayen,India,fall,Kangchenjunga,2014,5,Himalaya
904,2014-05-20 00:00:00,Dewa Wangchu,Nepal,fall,Kangchenjunga,2014,5,Himalaya
913,2014-06-15 19:37:00,Peter Müllritter,Nazi Germany,avalanche,Nanga Parbat,2014,6,Karakorum
906,2014-06-15 19:37:00,Günther Hepp,Nazi Germany,avalanche,Nanga Parbat,2014,6,Karakorum
907,2014-06-15 19:37:00,Tigmay,British Raj,avalanche,Nanga Parbat,2014,6,Karakorum
908,2014-06-15 19:37:00,Pasang Norbu,British Raj,avalanche,Nanga Parbat,2014,6,Karakorum
909,2014-06-15 19:37:00,Mingma Tsering,British Raj,avalanche,Nanga Parbat,2014,6,Karakorum
911,2014-06-15 19:37:00,Gyalgen Monjo,British Raj,avalanche,Nanga Parbat,2014,6,Karakorum
912,2014-06-15 19:37:00,Hans Hartmann,Nazi Germany,avalanche,Nanga Parbat,2014,6,Karakorum
910,2014-06-15 19:37:00,Karmi,British Raj,avalanche,Nanga Parbat,2014,6,Karakorum
916,2014-06-15 19:37:00,Chong Karma,British Raj,avalanche,Nanga Parbat,2014,6,Karakorum
917,2014-06-15 19:37:00,Pert Fankhauser,Austria,avalanche,Nanga Parbat,2014,6,Karakorum
918,2014-06-15 19:37:00,Nima Tsering II,British Raj,avalanche,Nanga Parbat,2014,6,Karakorum
919,2014-06-15 19:37:00,Nima Tsering I,British Raj,avalanche,Nanga Parbat,2014,6,Karakorum
920,2014-06-15 19:37:00,Adolf Göttner,Nazi Germany,avalanche,Nanga Parbat,2014,6,Karakorum
921,2014-06-15 19:37:00,Martin Pfeffer,Nazi Germany,avalanche,Nanga Parbat,2014,6,Karakorum
915,2014-06-15 19:37:00,Karl Wien,Nazi Germany,avalanche,Nanga Parbat,2014,6,Karakorum
914,2014-06-15 19:37:00,Ang Tshering II,British Raj,avalanche,Nanga Parbat,2014,6,Karakorum
922,2014-07-30 00:00:00,Miguel Ángel Pérez,Spain,altitude,K-2,2014,7,Karakorum
923,2014-09-24 00:00:00,Sebastian Haag,Germany,avalanche,Shisha Pangma,2014,9,Himalaya
924,2014-09-24 00:00:00,Andrea Zambaldi,Italy,avalanche,Shisha Pangma,2014,9,Himalaya
925,2014-09-26 00:00:00,Yoshimasa Sasaki,Japan,fall,Manaslu,2014,9,Himalaya
927,2014-10-15 00:00:00,Ján Matlák,Slovakia,avalanche,Dhaulagiri,2014,10,Himalaya
928,2014-10-15 00:00:00,Gopal Rai,Nepal,avalanche,Dhaulagiri,2014,10,Himalaya
